MS Zoning,TotRms AbvGrd,House Style,Roof Matl,Mas Vnr Type,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Overall Qual,Overall Cond,Bedroom AbvGr,Fireplace Qu,Garage Type,Fireplaces,Garage Cars,Sale Type,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Year Remod/Add,Year Built,Mas Vnr Area,BsmtFin SF 1,age of house,SalePrice
RL,6,1Story,CompShg,None,3,3,3,3,2,4,5,5,3,0,Detchd,0,1.0,WD ,1422,1290.0,352.0,1422,1950,1926,0.0,319.0,95,136500
RH,5,2Story,CompShg,None,3,3,4,3,1,6,6,5,3,0,Detchd,0,2.0,WD ,1320,630.0,484.0,630,1994,1993,0.0,338.0,28,137000
RL,6,1Story,CompShg,BrkFace,4,3,4,4,2,6,7,6,2,5,Attchd,1,2.0,WD ,1688,1675.0,528.0,1688,1988,1988,102.0,983.0,33,226500
RL,5,1Story,CompShg,None,3,3,4,3,4,6,7,5,2,1,Attchd,1,2.0,WD ,1341,1300.0,506.0,1341,1990,1990,0.0,637.0,31,171500
RL,6,SLvl,CompShg,None,3,3,3,3,3,5,5,5,3,0,Detchd,0,2.0,WD ,954,911.0,576.0,954,1976,1976,0.0,483.0,45,132500
RL,6,1Story,CompShg,BrkFace,3,3,0,0,0,0,3,4,2,0,Detchd,0,2.0,WD ,1040,0.0,400.0,1040,1950,1949,340.0,0.0,72,87500
FV,7,2Story,CompShg,BrkFace,3,3,3,3,1,6,7,5,3,3,Attchd,1,2.0,WD ,1789,858.0,546.0,872,2001,2001,513.0,681.0,20,223000
RL,7,1Story,CompShg,BrkFace,4,4,3,3,1,1,6,9,3,4,Attchd,1,2.0,COD,1537,1319.0,462.0,1537,2005,1962,237.0,0.0,59,174000
RL,4,1Story,CompShg,None,3,3,3,3,1,3,5,6,2,0,Attchd,0,1.0,WD ,884,884.0,270.0,884,1991,1951,0.0,741.0,70,142000
FV,7,1Story,CompShg,None,4,3,4,4,1,1,8,5,3,4,Attchd,1,2.0,New,1489,1489.0,776.0,1489,2006,2006,0.0,0.0,15,232600
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,5,6,6,3,2,Attchd,1,2.0,WD ,1309,1040.0,484.0,1309,1999,1974,99.0,663.0,47,181000
RM,10,2Story,CompShg,None,3,3,4,3,1,5,6,4,5,4,Attchd,1,2.0,WD ,2521,942.0,576.0,1291,1973,1973,0.0,837.0,48,151400
RL,7,1Story,CompShg,Stone,4,3,4,3,1,1,8,5,3,4,Attchd,1,3.0,WD ,1634,1626.0,866.0,1634,2006,2006,248.0,0.0,15,250000
RL,7,2Story,CompShg,BrkFace,3,3,4,3,1,6,7,5,3,3,Attchd,1,2.0,WD ,1714,980.0,496.0,980,1988,1988,42.0,394.0,33,196500
RM,8,2.5Unf,CompShg,None,3,4,3,3,1,1,7,8,3,4,Attchd,1,2.0,WD ,2454,819.0,576.0,1312,1987,1879,0.0,0.0,142,185000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,3,4,6,5,3,0,Attchd,0,1.0,WD ,1216,1216.0,336.0,1216,1969,1969,200.0,955.0,52,113000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,3,6,8,6,2,4,Attchd,1,2.0,New,1419,1419.0,567.0,1419,2007,2007,0.0,945.0,14,392000
RL,4,SFoyer,Tar&Grv,BrkFace,3,3,4,4,4,6,6,5,4,0,NA,0,0.0,WD ,980,945.0,0.0,980,1975,1975,250.0,945.0,46,127500
FV,4,2Story,CompShg,BrkFace,4,3,4,3,1,6,6,5,3,0,Detchd,0,2.0,WD ,1573,756.0,440.0,769,2000,2000,216.0,417.0,21,177000
FV,9,2Story,CompShg,BrkFace,4,3,4,3,3,1,6,5,4,4,BuiltIn,1,3.0,WD ,2443,1158.0,744.0,1158,2004,2004,353.0,0.0,17,265000
FV,8,2Story,CompShg,None,4,4,5,3,2,6,8,5,3,3,Attchd,2,2.0,WD ,2362,1220.0,1105.0,1220,1998,1998,0.0,901.0,23,312500
RM,9,2.5Unf,CompShg,None,5,5,3,3,1,1,10,9,3,4,Detchd,1,2.0,WD ,2775,1237.0,880.0,1521,2000,1893,0.0,0.0,128,325000
RL,6,1Story,CompShg,BrkFace,4,4,4,4,4,5,8,8,2,4,Attchd,2,3.0,WD ,2014,2014.0,864.0,2014,1980,1980,115.0,1733.0,41,275000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,4,3,Attchd,1,3.0,WD ,2520,1203.0,721.0,1214,1995,1995,290.0,565.0,26,290000
RL,7,1Story,CompShg,BrkCmn,3,4,3,3,4,4,6,6,3,2,Attchd,2,2.0,WD ,1494,1208.0,461.0,1494,2002,1974,250.0,126.0,47,169000
RM,4,1Story,CompShg,None,3,3,3,3,1,2,5,7,2,0,Detchd,0,1.0,WD ,616,616.0,205.0,616,1950,1921,0.0,616.0,100,89000
RL,7,2Story,CompShg,None,3,3,4,3,1,1,6,5,3,4,Attchd,1,2.0,WD ,1465,789.0,393.0,789,1998,1998,0.0,0.0,23,180400
RL,7,1Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,3,4,Attchd,1,3.0,WD ,1629,3206.0,880.0,1629,2004,2003,296.0,1124.0,18,284000
RL,5,1Story,CompShg,None,3,3,3,3,1,3,5,5,2,0,Attchd,0,1.0,COD,912,912.0,275.0,912,1958,1958,1.0,456.0,63,114500
RL,7,1Story,CompShg,BrkFace,4,3,4,3,3,6,7,5,3,0,Attchd,0,3.0,New,1552,1552.0,782.0,1552,2006,2005,196.0,24.0,16,212900
RL,6,1Story,CompShg,None,4,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1430,1413.0,605.0,1430,2002,2001,0.0,0.0,20,187100
FV,5,2Story,CompShg,BrkFace,3,3,4,3,1,6,6,5,2,2,Detchd,1,2.0,WD ,1458,729.0,440.0,729,1999,1999,1129.0,419.0,22,176000
RL,7,1Story,CompShg,None,3,3,4,3,1,4,6,6,3,4,Attchd,2,2.0,CWD,1488,1488.0,552.0,1488,1968,1968,0.0,813.0,53,215000
RL,6,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1582,770.0,520.0,770,2004,2004,0.0,490.0,17,185900
RL,5,1Story,CompShg,None,3,3,3,3,1,5,4,6,3,0,Detchd,0,2.0,WD ,864,864.0,660.0,864,1970,1970,0.0,375.0,51,120500
RL,7,2Story,CompShg,None,4,3,4,4,3,1,5,5,4,4,BuiltIn,1,2.0,WD ,1838,732.0,372.0,734,2005,2005,0.0,0.0,16,192140
RL,5,1Story,CompShg,None,4,4,3,3,1,5,5,9,3,5,Attchd,1,1.0,WD ,816,816.0,264.0,816,2008,1982,0.0,641.0,39,130500
RL,9,1.5Fin,CompShg,None,3,3,0,0,0,0,4,3,4,0,Detchd,0,1.0,WD ,1529,0.0,240.0,1088,1950,1945,0.0,0.0,76,98000
RL,7,1Story,CompShg,Stone,4,3,4,3,4,6,9,5,3,4,Attchd,2,3.0,WD ,2276,2271.0,1348.0,2276,2008,2008,554.0,2085.0,13,475000
RM,6,1Story,CompShg,None,3,2,2,1,1,1,5,2,2,0,Detchd,0,1.0,WD ,1077,961.0,338.0,1077,1950,1920,0.0,0.0,101,67000
RL,8,2Story,CompShg,Stone,4,3,5,3,1,6,8,5,3,4,Attchd,1,3.0,New,2161,1582.0,789.0,1610,2007,2007,300.0,1288.0,14,325624
RL,4,1Story,CompShg,None,4,3,4,3,1,6,7,5,1,4,Attchd,1,2.0,WD ,1409,1409.0,576.0,1409,2002,2002,0.0,1392.0,19,245000
RL,6,1Story,CompShg,None,3,3,3,3,1,6,5,5,3,0,Detchd,0,2.0,WD ,1114,1114.0,576.0,1114,2004,2004,0.0,646.0,17,159000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,5,5,7,3,0,Attchd,0,2.0,WD ,1073,1073.0,515.0,1073,1965,1965,168.0,836.0,56,156000
RL,10,1Story,CompShg,Stone,5,3,5,3,4,6,10,5,2,4,Attchd,2,3.0,WD ,2402,3094.0,672.0,2402,2008,2008,200.0,1767.0,13,555000
RL,6,1Story,CompShg,None,3,3,4,3,1,4,6,6,3,0,Attchd,0,2.0,WD ,1232,1232.0,516.0,1232,1984,1984,0.0,660.0,37,162500
RL,8,SFoyer,CompShg,None,4,4,4,3,3,2,6,8,2,0,Attchd,0,4.0,WD ,1440,1344.0,920.0,1440,1993,1993,0.0,261.0,28,224500
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1488,1488.0,738.0,1488,1950,1950,44.0,0.0,71,133000
RL,8,2Story,CompShg,None,4,3,4,3,1,1,7,5,3,4,Attchd,1,2.0,WD ,1509,783.0,393.0,807,2003,2003,0.0,0.0,18,180000
RL,6,1Story,CompShg,None,3,3,3,3,1,6,5,6,3,0,Attchd,0,1.0,WD ,845,845.0,264.0,845,2005,1982,0.0,638.0,39,134500
RL,10,2Story,CompShg,BrkFace,5,3,5,3,4,1,10,5,3,4,BuiltIn,1,3.0,New,2945,1410.0,641.0,1426,2006,2006,1031.0,0.0,15,438780
RL,6,SLvl,Tar&Grv,BrkFace,3,3,4,3,4,6,6,5,3,4,Basment,1,1.0,WD ,1431,1099.0,296.0,1431,1962,1962,305.0,371.0,59,165000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,4,5,5,3,0,Attchd,0,1.0,WD ,892,892.0,288.0,892,1967,1967,60.0,432.0,54,100000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,4,7,6,3,4,Attchd,2,2.0,WD ,1329,1329.0,441.0,1329,1960,1960,128.0,544.0,61,176000
RL,6,1Story,CompShg,None,3,3,3,3,2,5,5,4,3,4,Attchd,1,2.0,WD ,1779,1763.0,454.0,1779,1974,1955,0.0,306.0,66,170000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,2,3,Attchd,1,3.0,WD ,1555,1373.0,660.0,1555,2007,2007,130.0,0.0,14,174000
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,3,6,6,3,4,Detchd,1,1.0,WD ,1236,768.0,384.0,788,1950,1925,0.0,121.0,96,127000
RL,7,2Story,CompShg,None,3,3,4,3,1,1,7,5,3,3,BuiltIn,1,2.0,WD ,1651,831.0,450.0,873,1999,1999,0.0,0.0,22,185900
RM,4,1Story,CompShg,None,3,3,2,3,1,1,5,8,2,0,Attchd,0,1.0,WD ,886,190.0,273.0,886,1996,1938,0.0,0.0,83,91300
RL,7,1Story,CompShg,BrkFace,4,3,4,3,3,6,6,5,3,0,Attchd,0,2.0,WD ,1700,1682.0,544.0,1700,2003,2003,120.0,340.0,18,200000
RL,7,1.5Fin,CompShg,BrkFace,3,3,3,3,2,3,6,6,3,4,Attchd,1,1.0,WD ,1846,1040.0,315.0,1168,1950,1949,320.0,196.0,72,143000
RL,8,1.5Fin,CompShg,None,4,4,3,3,1,5,5,5,4,4,Attchd,1,2.0,WD ,1920,1052.0,451.0,1252,1958,1958,0.0,57.0,63,172500
RL,4,1Story,CompShg,Stone,3,4,3,3,1,4,4,6,2,0,Detchd,0,2.0,COD,1088,1088.0,520.0,1088,1963,1963,20.0,132.0,58,110000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,4,4,5,3,4,Attchd,1,3.0,WD ,1362,1040.0,768.0,1362,1957,1957,160.0,775.0,64,140000
RL,6,1Story,CompShg,None,4,3,4,3,1,6,6,5,3,4,Attchd,1,2.0,WD ,1314,1314.0,440.0,1314,2006,2006,0.0,24.0,15,176432
RL,6,1Story,CompShg,BrkFace,3,3,4,3,1,6,6,5,3,0,Attchd,0,2.0,WD ,1294,1278.0,496.0,1294,1991,1991,88.0,1200.0,30,179200
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,New,1274,1274.0,508.0,1274,2007,2005,80.0,925.0,16,203000
RL,7,1Story,CompShg,Stone,4,3,4,3,3,1,7,6,3,0,Attchd,0,3.0,New,1689,1689.0,954.0,1689,2007,2007,0.0,0.0,14,248328
RL,7,1Story,CompShg,BrkFace,5,3,5,3,4,6,9,5,3,0,Attchd,0,3.0,WD ,1641,1641.0,885.0,1641,2008,2008,406.0,1115.0,13,316500
RL,5,1.5Fin,CompShg,None,3,3,3,3,1,1,7,5,2,4,Attchd,1,1.0,WD ,1079,570.0,249.0,617,1950,1948,0.0,0.0,73,125600
RM,5,1Story,CompShg,BrkFace,3,3,3,3,1,3,5,6,2,0,Detchd,0,1.0,WD ,984,984.0,308.0,984,1959,1959,164.0,200.0,62,110000
RM,5,1Story,CompShg,None,3,3,3,3,1,5,4,4,2,0,Detchd,0,1.0,WD ,960,960.0,308.0,960,1950,1920,0.0,250.0,101,108500
C (all),4,1Story,CompShg,None,2,3,3,3,3,1,5,5,2,0,Basment,0,2.0,WD ,1044,540.0,504.0,1044,1952,1952,0.0,0.0,69,55993
RM,7,1.5Fin,CompShg,None,3,4,3,3,1,4,5,7,3,4,Detchd,1,1.0,WD ,1633,1027.0,240.0,1027,2009,1948,0.0,780.0,73,129000
RL,5,1Story,CompShg,BrkFace,3,3,4,4,1,6,6,6,2,3,Attchd,1,2.0,WD ,1137,1112.0,551.0,1137,1987,1987,72.0,980.0,34,176000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,3,6,7,3,0,Attchd,0,1.0,WD ,1380,1380.0,364.0,1380,1963,1963,295.0,384.0,58,154000
RL,6,1Story,CompShg,BrkFace,4,4,4,4,3,6,6,5,3,2,Attchd,1,2.0,WD ,1256,1256.0,578.0,1256,1986,1986,228.0,920.0,35,180000
RM,6,1Story,CompShg,None,3,3,4,3,1,5,5,5,3,1,Attchd,1,2.0,WD ,1142,1142.0,528.0,1142,1976,1976,0.0,874.0,45,134000
RL,7,1Story,CompShg,None,3,3,3,4,3,5,6,7,4,4,Attchd,1,2.0,WD ,2158,1202.0,576.0,2158,2001,1950,0.0,477.0,71,243000
RL,9,1Story,CompShg,BrkFace,4,3,4,3,3,6,8,5,3,4,Attchd,1,3.0,WD ,1629,1616.0,808.0,1629,2003,2002,236.0,1300.0,19,270000
RL,5,1Story,CompShg,None,3,4,3,3,1,5,6,5,3,0,Attchd,0,2.0,WD ,1080,1084.0,484.0,1080,1983,1983,0.0,336.0,38,134000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,4,6,7,5,4,3,Attchd,1,3.0,WD ,2646,1347.0,656.0,1372,1993,1993,256.0,987.0,28,260000
RL,7,2Story,CompShg,None,4,3,4,3,1,1,7,5,3,4,Attchd,1,2.0,WD ,1491,738.0,484.0,738,2006,2006,0.0,0.0,15,168675
RL,7,SLvl,CompShg,BrkFace,3,3,4,3,1,2,6,5,3,3,BuiltIn,1,2.0,WD ,1694,392.0,398.0,924,1994,1994,32.0,186.0,27,160000
RM,5,1.5Fin,CompShg,None,3,3,2,3,1,1,5,9,3,0,NA,0,0.0,WD ,1080,684.0,0.0,684,1996,1890,0.0,0.0,131,95000
RL,7,2Story,CompShg,None,4,3,4,3,3,1,6,5,3,4,Attchd,1,2.0,WD ,1422,704.0,440.0,704,2006,2005,0.0,0.0,16,173000
FV,5,1Story,CompShg,None,4,3,4,4,1,1,7,5,2,4,Attchd,1,2.0,New,1301,1293.0,572.0,1301,2006,2006,0.0,0.0,15,187750
RL,7,2Story,CompShg,BrkFace,3,4,4,3,1,1,7,6,3,3,Attchd,1,2.0,WD ,2093,791.0,542.0,1236,1991,1986,123.0,0.0,35,215000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,2,4,5,5,3,0,Attchd,0,1.0,WD ,1073,1073.0,270.0,1073,1967,1967,340.0,221.0,54,120000
RL,7,1Story,CompShg,BrkFace,4,3,4,4,3,6,7,5,3,4,Attchd,1,2.0,WD ,1506,1494.0,672.0,1506,2006,2005,143.0,778.0,16,249000
RL,7,1Story,CompShg,BrkFace,3,3,3,3,1,4,7,6,3,0,Attchd,0,2.0,WD ,1334,1334.0,477.0,1334,1967,1967,264.0,553.0,54,164500
RM,5,1Story,CompShg,None,4,3,0,0,0,0,7,5,2,0,Attchd,0,1.0,WD ,1295,0.0,312.0,1295,1986,1986,0.0,0.0,35,230000
RM,6,2Story,CompShg,None,3,3,3,3,1,3,7,6,3,4,Attchd,1,2.0,WD ,1344,672.0,456.0,672,1990,1929,0.0,336.0,92,140000
RL,4,1Story,CompShg,None,3,4,3,4,1,5,5,7,2,0,Detchd,0,1.0,WD ,732,732.0,240.0,732,1952,1952,0.0,630.0,69,118900
RL,6,1Story,CompShg,None,4,3,4,3,3,1,8,5,3,4,Attchd,1,3.0,WD ,1468,1468.0,904.0,1468,2008,2008,0.0,0.0,13,239900
RL,4,1Story,CompShg,None,3,3,4,3,1,5,6,5,2,1,Attchd,1,2.0,WD ,1069,1069.0,440.0,1069,1975,1975,0.0,727.0,46,146300
RM,6,1Story,CompShg,None,3,3,4,3,1,6,5,6,3,0,Attchd,0,2.0,WD ,1040,1040.0,499.0,1040,1975,1975,0.0,769.0,46,124000
RL,6,SFoyer,CompShg,None,3,3,4,3,3,5,5,5,3,0,Detchd,0,1.0,WD ,999,925.0,308.0,999,1963,1963,0.0,925.0,58,130000
RL,6,1Story,CompShg,BrkFace,3,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1349,1349.0,539.0,1349,2001,2000,108.0,0.0,21,179000
RL,5,1Story,CompShg,None,3,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1442,1424.0,500.0,1442,1990,1990,0.0,0.0,31,180500
RM,4,1Story,CompShg,None,3,4,3,3,1,1,4,6,2,0,Attchd,0,1.0,WD ,747,747.0,220.0,747,1950,1945,0.0,0.0,76,80000
RL,7,1Story,CompShg,Stone,4,3,4,3,1,1,8,5,3,4,Attchd,1,3.0,New,1578,1573.0,840.0,1578,2009,2008,194.0,0.0,13,287090
RM,4,1Story,CompShg,None,3,3,0,0,0,0,5,5,2,0,Detchd,0,1.0,WD ,882,0.0,308.0,882,1956,1956,0.0,0.0,65,97000
RL,5,1Story,CompShg,BrkFace,4,3,4,3,3,6,7,5,2,3,Attchd,1,2.0,WD ,1511,1368.0,398.0,1511,2002,2002,40.0,1038.0,19,246990
RL,6,1Story,CompShg,BrkCmn,3,3,3,3,3,4,6,6,3,3,Attchd,1,2.0,WD ,1128,1302.0,480.0,1128,1964,1964,138.0,550.0,57,154204
RL,6,1Story,Tar&Grv,BrkFace,3,3,3,3,1,4,7,7,3,4,Attchd,1,2.0,WD ,1312,1312.0,495.0,1312,2001,1958,125.0,637.0,63,186000
RM,6,2Story,CompShg,BrkFace,3,3,3,3,1,3,5,5,3,0,Detchd,0,1.0,WD ,1302,630.0,264.0,630,1972,1972,356.0,350.0,49,111750
RL,10,1Story,CompShg,BrkFace,5,3,5,3,4,6,9,5,3,4,Attchd,2,3.0,WD ,2696,2846.0,958.0,2696,2004,2003,1095.0,1373.0,18,500000
RL,6,2Story,CompShg,None,4,3,4,3,1,1,7,5,3,4,BuiltIn,1,2.0,New,1356,628.0,484.0,628,2007,2007,0.0,0.0,14,177439
RL,10,2Story,CompShg,Stone,5,3,5,3,3,6,9,5,3,4,Attchd,1,3.0,WD ,2184,1104.0,836.0,1130,2008,2008,154.0,936.0,13,335000
RL,8,2Story,CompShg,BrkFace,3,3,3,3,1,5,7,6,4,4,Attchd,1,2.0,WD ,1964,803.0,483.0,1098,1976,1976,660.0,403.0,45,205000
RL,4,1Story,CompShg,None,4,3,4,3,4,6,8,5,1,3,Attchd,1,2.0,WD ,1321,1312.0,484.0,1321,1990,1990,0.0,926.0,31,212000
RM,5,1Story,CompShg,Stone,4,3,5,3,4,6,8,5,2,4,Attchd,1,2.0,WD ,1646,1594.0,525.0,1646,2005,2004,186.0,1373.0,17,246000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,2,6,7,7,3,0,Attchd,0,2.0,WD ,1260,1260.0,598.0,1260,1983,1983,174.0,747.0,38,181900
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,2,5,7,3,0,Detchd,0,2.0,WD ,1316,926.0,484.0,926,2001,1929,0.0,234.0,92,130000
RM,7,2Story,CompShg,None,3,4,2,2,1,1,5,7,2,0,Detchd,0,2.0,WD ,1432,264.0,360.0,768,2002,1910,0.0,0.0,111,132000
RL,7,2Story,CompShg,None,4,4,4,4,1,6,7,5,3,3,Attchd,1,2.0,CWD,1958,779.0,499.0,1029,2001,1994,0.0,497.0,27,220000
RL,7,1Story,CompShg,None,4,3,4,3,3,1,8,5,3,3,Attchd,1,2.0,WD ,1788,1753.0,522.0,1788,2001,2001,0.0,0.0,20,236500
FV,8,2Story,CompShg,Stone,4,3,4,3,1,6,8,5,3,0,BuiltIn,0,2.0,New,1935,832.0,552.0,832,2009,2009,110.0,544.0,12,263435
RM,9,1.5Fin,CompShg,None,3,3,3,3,1,1,6,6,4,4,Detchd,1,2.0,COD,1969,1272.0,400.0,1272,1958,1938,0.0,0.0,83,141000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,4,4,BuiltIn,1,2.0,WD ,1986,847.0,434.0,847,2003,2003,196.0,0.0,18,213000
RL,6,1Story,CompShg,None,4,3,4,3,1,1,7,5,2,0,Attchd,0,2.0,New,1214,1214.0,520.0,1214,2010,2009,0.0,0.0,12,179781
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,2,4,Attchd,1,2.0,WD ,1342,1342.0,550.0,1342,2007,2006,176.0,846.0,15,234250
RL,10,1Story,WdShake,None,4,3,4,3,3,5,8,6,2,4,Attchd,1,2.0,COD,2898,1565.0,665.0,2898,1976,1976,0.0,1165.0,45,287000
RL,8,2Story,CompShg,None,4,3,5,3,1,6,8,5,4,4,BuiltIn,1,3.0,WD ,2004,870.0,644.0,878,2002,2002,0.0,651.0,19,257500
RM,5,1Story,CompShg,None,3,3,3,3,1,1,6,5,2,4,Detchd,1,1.0,WD ,986,960.0,180.0,986,1950,1926,0.0,0.0,95,102000
RM,6,1.5Unf,CompShg,None,3,3,3,3,1,1,7,7,3,4,Attchd,1,1.0,WD ,1108,637.0,280.0,1108,1950,1930,0.0,0.0,91,139400
RL,6,1.5Fin,CompShg,None,3,3,3,3,1,1,3,4,3,0,Detchd,0,3.0,WD ,1214,672.0,936.0,694,1950,1915,0.0,0.0,106,105000
RL,8,1Story,Tar&Grv,None,4,4,3,4,4,5,8,6,4,3,Attchd,1,2.0,WD ,2217,2217.0,621.0,2217,1970,1970,0.0,351.0,51,268000
RL,8,SLvl,Tar&Grv,None,4,4,4,3,3,1,6,7,4,4,Attchd,1,2.0,WD ,2201,697.0,432.0,1575,1966,1966,0.0,0.0,55,274970
RL,5,1Story,CompShg,BrkFace,4,3,4,3,3,6,7,5,2,4,Attchd,1,2.0,WD ,1220,1220.0,397.0,1220,2006,2005,16.0,16.0,16,180000
RM,7,2Story,CompShg,None,3,5,3,3,1,3,7,9,3,4,Detchd,1,2.0,WD ,1378,689.0,360.0,689,2005,1928,0.0,141.0,93,161000
RL,6,1Story,CompShg,None,3,3,0,0,0,0,4,7,2,0,Detchd,0,1.0,WD ,930,0.0,308.0,930,2006,1946,0.0,0.0,75,84900
RL,5,1Story,CompShg,None,3,3,3,3,3,3,5,5,2,0,Attchd,0,1.0,WD ,988,988.0,264.0,988,1958,1958,0.0,532.0,63,119000
RL,7,1Story,CompShg,BrkFace,4,3,5,3,3,6,8,5,3,4,Attchd,1,3.0,WD ,1964,1964.0,892.0,1964,2006,2005,674.0,1571.0,16,370000
RL,6,1Story,CompShg,None,4,3,4,3,1,1,7,5,2,0,Attchd,0,2.0,WD ,1270,1270.0,524.0,1270,2006,2005,0.0,0.0,16,175900
RL,12,2Story,CompShg,None,3,3,0,0,0,0,5,5,6,0,Detchd,0,2.0,WD ,2240,0.0,528.0,1120,1979,1979,0.0,0.0,42,142953
RL,5,1Story,CompShg,None,4,3,4,3,4,2,8,5,1,4,Attchd,1,2.0,WD ,1494,1494.0,478.0,1494,1995,1994,0.0,457.0,27,279700
RL,6,1Story,CompShg,None,3,3,2,3,2,4,5,5,3,4,Attchd,1,1.0,WD ,1364,1179.0,331.0,1364,1957,1957,0.0,623.0,64,132000
RL,8,2Story,CompShg,BrkFace,4,3,5,3,2,6,9,5,3,5,Attchd,2,3.0,WD ,2153,1440.0,736.0,1476,2000,2000,204.0,904.0,21,313000
C (all),7,1.5Fin,CompShg,None,3,3,3,3,1,3,4,6,3,0,CarPort,0,1.0,COD,1336,637.0,570.0,897,1950,1920,0.0,637.0,101,108000
RL,7,2Story,CompShg,Stone,4,3,4,3,1,1,7,5,3,4,BuiltIn,1,2.0,WD ,1656,746.0,397.0,760,2004,2003,92.0,0.0,18,165400
RL,6,2Story,CompShg,BrkFace,4,3,4,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1499,781.0,473.0,795,1995,1995,68.0,0.0,26,187000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,4,3,Attchd,1,3.0,WD ,2794,1462.0,810.0,1490,1996,1995,506.0,689.0,26,403000
RL,8,2Story,CompShg,BrkFace,3,3,3,3,1,2,6,6,4,3,Attchd,1,2.0,WD ,2030,848.0,551.0,1118,1976,1976,298.0,156.0,45,195000
RL,6,SLvl,CompShg,BrkFace,3,3,3,3,3,5,6,5,3,4,Attchd,1,2.0,WD ,1254,1218.0,525.0,1254,1961,1961,291.0,600.0,60,158500
RL,7,2Story,CompShg,BrkFace,4,3,4,3,2,6,8,5,3,4,Attchd,1,2.0,WD ,1989,1065.0,586.0,1091,2002,2002,210.0,932.0,19,255000
RL,7,1Story,CompShg,None,3,3,3,3,1,3,5,5,3,3,Attchd,2,2.0,WD ,1898,1898.0,484.0,1898,1956,1956,0.0,1116.0,65,236500
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,4,5,6,3,0,Detchd,0,1.0,WD ,988,988.0,360.0,988,1966,1966,52.0,725.0,55,129250
RL,6,1Story,CompShg,None,3,3,3,3,1,5,7,8,1,3,Attchd,2,2.0,WD ,1801,1501.0,484.0,1801,1997,1959,0.0,1247.0,62,289000
RL,8,2Story,CompShg,None,3,3,0,0,0,0,5,4,4,0,Attchd,0,2.0,WD ,1872,0.0,484.0,936,1976,1976,0.0,0.0,45,100000
RL,7,2Story,CompShg,BrkFace,4,3,4,3,2,6,8,5,4,3,Attchd,1,2.0,WD ,2439,1531.0,560.0,1531,2001,2001,256.0,1198.0,20,275000
RL,7,2Story,CompShg,BrkFace,4,3,4,3,3,1,8,5,3,3,Attchd,1,2.0,WD ,1764,850.0,560.0,886,2000,1999,192.0,0.0,22,207000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,2,6,5,8,1,0,Detchd,0,2.0,WD ,1200,864.0,884.0,1200,1998,1965,166.0,661.0,56,146000
RM,6,2Story,CompShg,BrkFace,3,3,3,3,1,5,6,7,3,0,Detchd,0,1.0,WD ,1030,494.0,264.0,494,1972,1972,380.0,282.0,49,116000
RL,8,2Story,CompShg,BrkFace,3,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,2034,1057.0,645.0,1057,1998,1997,573.0,739.0,24,219500
RL,6,1Story,CompShg,Stone,4,3,4,3,1,1,7,5,2,3,Attchd,1,2.0,WD ,1405,1405.0,478.0,1405,2003,2003,163.0,0.0,18,173000
RL,6,1Story,CompShg,None,3,3,3,3,1,5,4,6,3,0,Attchd,0,1.0,WD ,1229,1134.0,284.0,1229,1956,1956,0.0,1059.0,65,135000
RL,7,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,4,Attchd,1,2.0,WD ,1932,979.0,610.0,992,2003,2003,0.0,654.0,18,213000
